Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1152,1152,0,24.508,1026.013,523.893,0,0,0,10,1,2058.971,939.462,2190.587,None,None,None,None,None,None,None,-10921639,2190.587,1998,1054,4084,1640750,859.075,13.916,0.331,1.269
ID1153,1153,1,28.756,59.176,553.425,0,0,0,10,1,2637.654,974.870,2131.590,None,None,None,None,None,None,None,-10921639,2131.590,1678,830,4104,1596561,1034.545,10.440,0.396,1.170
ID1154,1154,2,22.492,167.982,576.852,0,0,0,10,1,2767.295,937.242,2089.547,None,None,None,None,None,None,None,-10921639,2089.547,1661,975,4065,1565071,888.610,9.935,0.300,1.085
ID1155,1155,3,16.826,1145.046,583.946,0,0,0,10,1,1833.822,1005.307,2191.891,None,None,None,None,None,None,None,-10921639,2191.891,2275,1149,2976,1641726,428.204,14.902,0.262,2.127
ID1156,1156,4,28.562,508.705,592.398,0,0,0,10,1,2297.774,955.672,2565.776,None,None,None,None,None,None,None,-10921639,2565.776,2854,1133,4355,1921766,866.076,14.535,0.363,1.579
ID1157,1157,5,22.072,135.793,606.497,0,0,0,10,1,2248.276,979.752,2378.211,None,None,None,None,None,None,None,-10921639,2378.211,2598,1094,3582,1781280,646.712,14.497,0.316,1.764
ID1158,1158,6,20.810,1223.961,610.955,0,0,0,10,1,1197.155,612.594,1686.682,None,None,None,None,None,None,None,-10921639,1686.682,1760,0,3956,1263325,1218.811,14.768,0.367,0.744
ID1159,1159,7,15.721,849.525,612.571,0,0,0,10,1,1879.873,934.768,1801.674,None,None,None,None,None,None,None,-10921639,1801.674,1498,917,3910,1349454,763.960,9.465,0.156,0.636
ID1160,1160,8,23.012,203.999,619.732,0,0,0,10,1,1880.442,933.794,2294.933,None,None,None,None,None,None,None,-10921639,2294.933,2076,1161,4186,1718905,877.826,10.111,0.284,1.157
ID1161,1161,9,18.878,1039.926,620.702,0,0,0,10,1,1976.964,911.776,2233.562,None,None,None,None,None,None,None,-10921639,2233.562,2351,1208,3453,1672938,636.170,10.316,0.252,1.412
ID1162,1162,10,22.182,857.827,629.643,0,0,0,10,1,1946.320,1136.441,2358.570,None,None,None,None,None,None,None,-10921639,2358.570,2680,1017,3795,1766569,790.244,14.108,0.288,1.335
ID1163,1163,11,18.799,253.427,685.536,0,0,0,10,1,2624.573,942.806,2367.599,None,None,None,None,None,None,None,-10921639,2367.599,2531,1150,3369,1773332,580.287,14.858,0.255,1.658
ID1164,1164,12,24.903,967.506,686.040,0,0,0,10,1,1894.187,919.232,2439.676,None,None,None,None,None,None,None,-10921639,2439.676,2636,1192,3891,1827317,773.904,13.901,0.322,1.536
ID1165,1165,13,18.905,576.363,693.440,0,0,0,10,1,1980.282,926.644,2089.567,None,None,None,None,None,None,None,-10921639,2089.567,2283,1074,3281,1565086,694.584,10.358,0.277,1.305
ID1166,1166,None,20.140,0.000,694.330,0,0,0,10,1,1501.537,607.777,1199.976,None,None,None,None,None,None,None,-10921639,1199.976,1087,0,3849,898782,1074.209,9.117,0.392,0.629
ID1167,1167,15,23.665,996.037,694.667,0,0,0,10,1,2362.422,918.151,2283.307,None,None,None,None,None,None,None,-10921639,2283.307,2208,1126,4286,1710197,862.090,10.438,0.295,1.206
ID1168,1168,16,21.486,384.955,701.217,0,0,0,10,1,2448.947,924.368,2276.041,None,None,None,None,None,None,None,-10921639,2276.041,2360,1242,3720,1704755,741.449,13.675,0.273,1.318
ID1169,1169,17,20.260,713.930,705.085,0,0,0,10,1,3082.318,924.606,2254.817,None,None,None,None,None,None,None,-10921639,2254.817,2418,1145,3392,1688858,628.489,14.746,0.270,1.524
ID1170,1170,18,19.535,290.177,705.885,0,0,0,10,1,1915.806,936.757,2320.784,None,None,None,None,None,None,None,-10921639,2320.784,2605,1209,3484,1738267,647.218,14.563,0.260,1.479
ID1171,1171,19,26.587,61.979,712.229,0,0,0,10,1,2881.610,944.398,2261.546,None,None,None,None,None,None,None,-10921639,2261.546,2570,937,3907,1693898,904.293,14.196,0.369,1.349
ID1172,1172,20,25.984,878.147,723.069,0,0,0,10,1,2063.805,938.828,2532.180,None,None,None,None,None,None,None,-10921639,2532.180,2762,952,4104,1896603,789.401,14.209,0.343,1.640
ID1173,1173,21,30.446,749.124,731.306,0,0,0,10,1,1911.773,1028.661,2568.045,None,None,None,None,None,None,None,-10921639,2568.045,2543,1118,4842,1923466,1069.894,13.882,0.345,1.230
ID1174,1174,22,31.146,16.393,731.900,0,0,0,10,1,2038.586,921.919,2504.758,None,None,None,None,None,None,None,-10921639,2504.758,2680,920,4913,1876064,1093.643,10.241,0.405,1.321
ID1175,1175,23,23.375,428.991,740.885,0,0,0,10,1,1993.672,914.427,2293.236,None,None,None,None,None,None,None,-10921639,2293.236,2114,1142,4061,1717634,807.439,10.128,0.312,1.349
ID1176,1176,24,30.687,124.055,755.800,0,0,0,10,1,2131.159,945.816,2654.762,None,None,None,None,None,None,None,-10921639,2654.762,2707,1073,4594,1988417,960.686,14.597,0.391,1.555
ID1177,1177,25,25.525,457.333,756.786,0,0,0,10,1,2089.286,929.891,2247.813,None,None,None,None,None,None,None,-10921639,2247.813,2563,918,4037,1683612,960.647,14.265,0.363,1.248
ID1178,1178,26,27.234,1061.618,763.353,0,0,0,10,1,2222.435,921.270,2541.940,None,None,None,None,None,None,None,-10921639,2541.940,2275,1126,4639,1903913,931.247,13.970,0.307,1.282
ID1179,1179,27,25.377,175.665,783.607,0,0,0,10,1,2146.243,946.028,2278.658,None,None,None,None,None,None,None,-10921639,2278.658,2198,987,4190,1706715,930.361,10.313,0.336,1.231
ID1180,1180,28,27.173,349.817,814.446,0,0,0,10,1,2316.116,934.288,2727.459,None,None,None,None,None,None,None,-10921639,2727.459,2835,1046,4449,2042867,749.732,15.282,0.346,1.872
ID1181,1181,29,22.337,292.459,824.005,0,0,0,10,1,2208.602,933.704,2229.025,None,None,None,None,None,None,None,-10921639,2229.025,2568,1012,3501,1669540,770.212,14.049,0.311,1.371
ID1182,1182,30,25.826,779.304,825.520,0,0,0,10,1,1922.372,970.248,2287.284,None,None,None,None,None,None,None,-10921639,2287.284,2201,1018,4667,1713176,969.204,10.088,0.331,1.173
ID1183,1183,31,12.953,0.000,830.325,0,0,0,10,1,1296.178,609.599,935.049,None,None,None,None,None,None,None,-10921639,935.049,922,0,3379,700352,840.495,6.449,0.344,0.570
ID1184,1184,32,22.484,1216.100,837.290,0,0,0,10,1,2122.889,903.742,2388.834,None,None,None,None,None,None,None,-10921639,2388.834,2320,1046,3972,1789237,905.775,14.079,0.433,1.594
ID1185,1185,33,22.555,403.595,838.341,0,0,0,10,1,2371.780,922.130,2216.744,None,None,None,None,None,None,None,-10921639,2216.744,2405,1087,3663,1660341,790.426,14.347,0.313,1.337
ID1186,1186,34,24.880,450.870,845.272,0,0,0,10,1,2184.750,937.686,2150.700,None,None,None,None,None,None,None,-10921639,2150.700,2356,790,4066,1610874,830.335,14.336,0.382,1.431
ID1187,1187,35,20.875,502.752,853.007,0,0,0,10,1,2050.805,957.652,2104.419,None,None,None,None,None,None,None,-10921639,2104.419,2335,888,3650,1576210,669.862,14.698,0.350,1.629
ID1188,1188,36,21.026,220.015,853.355,0,0,0,10,1,2128.598,931.077,2196.879,None,None,None,None,None,None,None,-10921639,2196.879,2454,987,3403,1645462,619.824,15.441,0.344,1.815
ID1189,1189,37,26.176,925.157,894.490,0,0,0,10,1,2004.367,918.219,2858.818,None,None,None,None,None,None,None,-10921639,2858.818,3156,899,4770,2141255,970.933,23.360,0.485,1.924
ID1096,1096,None,13.375,191.351,0.000,0,0,0,10,1,1235.339,609.419,1199.198,None,None,None,None,None,None,None,-10921639,1199.198,1229,0,3944,898199,993.110,6.599,0.285,0.535
ID1097,1097,None,14.951,695.696,0.000,0,0,0,10,1,1164.031,596.745,1306.085,None,None,None,None,None,None,None,-10921639,1306.085,1359,0,3262,978258,980.493,9.369,0.288,0.595
ID1098,1098,40,28.112,541.852,17.681,0,0,0,10,1,2083.575,920.657,2414.904,None,None,None,None,None,None,None,-10921639,2414.904,1877,1123,4842,1808763,1092.254,10.008,0.315,1.059
ID1099,1099,41,24.634,1003.881,26.090,0,0,0,10,1,2718.306,1035.075,2501.838,None,None,None,None,None,None,None,-10921639,2501.838,2668,1184,4478,1873877,802.761,14.463,0.303,1.450
ID1100,1100,42,22.699,861.227,27.228,0,0,0,10,1,3403.004,939.842,2213.989,None,None,None,None,None,None,None,-10921639,2213.989,2142,1029,4411,1658278,883.636,10.287,0.298,1.150
ID1101,1101,43,25.028,131.521,31.731,0,0,0,10,1,1903.156,940.816,2259.590,None,None,None,None,None,None,None,-10921639,2259.590,1962,1117,4333,1692433,923.337,9.911,0.315,1.172
ID1102,1102,44,20.267,388.970,37.156,0,0,0,10,1,2397.937,918.142,2290.268,None,None,None,None,None,None,None,-10921639,2290.268,2246,1271,3758,1715411,761.219,10.238,0.254,1.220
ID1103,1103,45,11.945,534.220,52.525,0,0,0,10,1,1903.649,931.569,1849.571,None,None,None,None,None,None,None,-10921639,1849.571,1620,1051,3714,1385329,643.685,9.985,0.165,0.813
ID1104,1104,46,23.256,664.116,54.465,0,0,0,10,1,1848.151,919.957,2334.822,None,None,None,None,None,None,None,-10921639,2334.822,2257,1242,3980,1748782,813.547,13.996,0.284,1.270
ID1105,1105,47,22.124,515.413,65.394,0,0,0,10,1,1908.442,931.300,2316.972,None,None,None,None,None,None,None,-10921639,2316.972,2632,1061,3520,1735412,740.422,14.404,0.295,1.425
ID1106,1106,48,21.657,724.270,75.320,0,0,0,10,1,1937.690,927.996,2292.232,None,None,None,None,None,None,None,-10921639,2292.232,2295,1179,3709,1716882,774.925,14.146,0.270,1.257
ID1107,1107,49,23.045,614.702,77.344,0,0,0,10,1,1879.964,923.421,2345.095,None,None,None,None,None,None,None,-10921639,2345.095,2594,1099,3725,1756476,755.974,14.423,0.306,1.452
ID1108,1108,50,22.266,821.339,78.232,0,0,0,10,1,1823.893,911.503,2330.446,None,None,None,None,None,None,None,-10921639,2330.446,2553,1080,3681,1745504,726.463,13.984,0.289,1.440
ID1109,1109,51,23.043,889.671,80.983,0,0,0,10,1,1914.689,950.387,2387.760,None,None,None,None,None,None,None,-10921639,2387.760,2614,1043,3965,1788432,767.420,14.157,0.307,1.460
ID1110,1110,52,30.237,41.617,84.960,0,0,0,10,1,2692.936,952.798,2806.924,None,None,None,None,None,None,None,-10921639,2806.924,3006,1273,4983,2102386,883.169,14.229,0.372,1.723
ID1111,1111,53,18.988,8.634,126.529,0,0,0,10,1,2451.457,903.183,2708.087,None,None,None,None,None,None,None,-10921639,2708.087,2767,1201,4138,2028357,589.164,23.849,0.395,2.602
ID1112,1112,54,20.607,581.024,131.257,0,0,0,10,1,1906.732,926.522,2281.688,None,None,None,None,None,None,None,-10921639,2281.688,2526,1085,3484,1708984,647.001,14.424,0.298,1.621
ID1113,1113,55,21.816,1041.213,141.564,0,0,0,10,1,2503.083,948.128,2250.569,None,None,None,None,None,None,None,-10921639,2250.569,2266,1123,3975,1685676,792.368,14.258,0.289,1.272
ID1114,1114,56,26.311,520.113,153.785,0,0,0,10,1,2015.240,1027.227,2439.272,None,None,None,None,None,None,None,-10921639,2439.272,2611,1020,3946,1827015,853.731,14.609,0.353,1.490
ID1115,1115,57,21.077,417.306,157.328,0,0,0,10,1,1897.172,921.067,2258.805,None,None,None,None,None,None,None,-10921639,2258.805,2065,1227,3778,1691845,786.923,10.076,0.262,1.191
ID1116,1116,58,26.080,99.665,160.757,0,0,0,10,1,2959.788,980.020,2343.848,None,None,None,None,None,None,None,-10921639,2343.848,2728,968,4228,1755542,867.279,14.285,0.368,1.453
ID1117,1117,59,28.649,1208.145,214.543,0,0,0,10,1,1901.326,967.437,2925.558,None,None,None,None,None,None,None,-10921639,2925.558,3293,1245,4593,2191243,877.712,15.443,0.365,1.784
ID1118,1118,60,25.078,1066.541,215.239,0,0,0,10,1,2066.885,925.286,2467.091,None,None,None,None,None,None,None,-10921639,2467.091,2625,1124,4006,1847851,809.005,14.520,0.320,1.479
ID1119,1119,61,26.071,911.702,227.727,0,0,0,10,1,2178.211,939.278,2441.218,None,None,None,None,None,None,None,-10921639,2441.218,2607,1038,3891,1828472,779.083,14.452,0.351,1.627
ID1120,1120,62,23.090,670.269,248.961,0,0,0,10,1,1973.967,928.623,2198.311,None,None,None,None,None,None,None,-10921639,2198.311,2365,1085,3770,1646535,791.868,13.804,0.314,1.326
ID1121,1121,63,20.318,1125.925,252.891,0,0,0,10,1,2156.198,925.240,2147.638,None,None,None,None,None,None,None,-10921639,2147.638,2374,1065,3441,1608581,673.200,14.486,0.306,1.495
ID1122,1122,64,23.133,217.173,259.962,0,0,0,10,1,1997.331,937.027,2211.306,None,None,None,None,None,None,None,-10921639,2211.306,2403,939,3805,1656268,824.678,14.040,0.332,1.336
ID1123,1123,65,33.165,875.396,268.601,0,0,0,10,1,2013.418,929.780,2763.434,None,None,None,None,None,None,None,-10921639,2763.434,3152,851,4458,2069812,973.326,15.120,0.473,1.825
ID1124,1124,66,34.464,388.520,287.749,0,0,0,10,1,2486.777,909.363,2969.681,None,None,None,None,None,None,None,-10921639,2969.681,3431,1113,4816,2224291,1049.087,14.879,0.409,1.644
ID1125,1125,67,11.141,0.000,292.493,0,0,0,10,1,1521.499,595.988,928.790,None,None,None,None,None,None,None,-10921639,928.790,1005,0,3819,695664,809.811,6.002,0.301,0.531
ID1126,1126,68,26.864,808.251,294.257,0,0,0,10,1,1848.661,875.453,2305.900,None,None,None,None,None,None,None,-10921639,2305.900,1866,1032,4690,1727119,1108.471,13.599,0.300,0.959
ID1127,1127,69,19.433,1030.249,294.682,0,0,0,10,1,2309.146,892.465,2055.115,None,None,None,None,None,None,None,-10921639,2055.115,2146,942,3312,1539281,691.930,13.661,0.275,1.280
ID1128,1128,70,30.828,250.282,297.423,0,0,0,10,1,2637.474,917.390,2922.151,None,None,None,None,None,None,None,-10921639,2922.151,3247,1116,4699,2188691,937.092,14.620,0.357,1.642
ID1129,1129,71,22.426,1078.270,305.477,0,0,0,10,1,1789.670,937.224,2354.234,None,None,None,None,None,None,None,-10921639,2354.234,2594,1205,4071,1763321,707.436,14.182,0.292,1.503
ID1130,1130,72,20.106,787.717,307.449,0,0,0,10,1,2308.057,896.268,2438.196,None,None,None,None,None,None,None,-10921639,2438.196,2461,1221,4256,1826209,742.459,14.964,0.258,1.349
ID1131,1131,73,22.329,617.263,310.240,0,0,0,10,1,1856.143,1092.036,2575.746,None,None,None,None,None,None,None,-10921639,2575.746,2736,1274,3518,1929234,567.000,15.825,0.307,2.136
ID1132,1132,74,17.925,1173.419,312.180,0,0,0,10,1,1948.999,919.270,2273.449,None,None,None,None,None,None,None,-10921639,2273.449,2469,1276,3277,1702813,560.909,14.516,0.247,1.604
ID1133,1133,75,23.938,545.355,326.103,0,0,0,10,1,1879.091,934.274,2473.330,None,None,None,None,None,None,None,-10921639,2473.330,2629,1092,4031,1852524,744.268,14.736,0.304,1.551
ID1134,1134,76,28.812,44.677,341.945,0,0,0,10,1,1917.561,943.395,2583.969,None,None,None,None,None,None,None,-10921639,2583.969,2974,981,4203,1935393,926.141,14.336,0.376,1.524
ID1135,1135,77,19.259,207.700,361.901,0,0,0,10,1,1885.450,936.682,2281.908,None,None,None,None,None,None,None,-10921639,2281.908,2522,1162,3343,1709149,615.585,14.482,0.280,1.621
ID1136,1136,78,27.375,423.139,366.230,0,0,0,10,1,2185.769,923.465,2380.393,None,None,None,None,None,None,None,-10921639,2380.393,2248,895,4271,1782914,962.416,14.734,0.365,1.324
ID1137,1137,79,31.166,537.969,367.490,0,0,0,10,1,2696.690,937.893,3313.334,None,None,None,None,None,None,None,-10921639,3313.334,3601,1161,5161,2481687,951.211,14.456,0.295,1.589
ID1138,1138,80,29.161,976.273,373.646,0,0,0,10,1,3145.844,931.892,3262.208,None,None,None,None,None,None,None,-10921639,3262.208,3431,1472,4283,2443394,602.320,16.737,0.364,2.894
ID1139,1139,81,23.183,532.789,384.552,0,0,0,10,1,2757.339,934.784,3046.790,None,None,None,None,None,None,None,-10921639,3046.790,3216,1406,4132,2282046,622.559,16.153,0.251,1.967
ID1140,1140,82,20.435,654.843,395.909,0,0,0,10,1,2522.905,926.358,2245.011,None,None,None,None,None,None,None,-10921639,2245.011,2435,1107,3510,1681513,687.456,14.494,0.281,1.433
ID1141,1141,83,25.512,119.151,416.956,0,0,0,10,1,2094.208,1084.892,2555.893,None,None,None,None,None,None,None,-10921639,2555.893,2726,1022,3866,1914364,650.813,15.734,0.364,2.098
ID1142,1142,84,18.773,259.099,433.893,0,0,0,10,1,1930.497,930.139,2224.786,None,None,None,None,None,None,None,-10921639,2224.786,2427,1172,3484,1666365,578.462,14.630,0.275,1.658
ID1143,1143,85,37.050,413.590,437.472,0,0,0,10,1,1978.282,1303.897,2877.366,None,None,None,None,None,None,None,-10921639,2877.366,3361,852,5476,2155147,1178.691,14.408,0.486,1.597
ID1144,1144,None,27.181,13.358,439.046,0,0,0,10,1,2063.260,907.696,2280.397,None,None,None,None,None,None,None,-10921639,2280.397,2485,911,4188,1708017,960.415,14.125,0.436,1.442
ID1145,1145,87,30.110,1032.860,443.109,0,0,0,10,1,2897.005,923.621,2497.943,None,None,None,None,None,None,None,-10921639,2497.943,2391,1039,4874,1870959,1034.466,13.952,0.344,1.236
ID1146,1146,88,25.438,1151.610,459.978,0,0,0,10,1,2234.029,941.457,2478.104,None,None,None,None,None,None,None,-10921639,2478.104,2705,1201,4069,1856100,758.648,14.503,0.330,1.621
ID1147,1147,89,32.288,163.405,475.919,0,0,0,10,1,2782.374,950.664,2772.538,None,None,None,None,None,None,None,-10921639,2772.538,2731,1163,4949,2076631,1006.362,13.988,0.370,1.489
ID1148,1148,90,20.991,225.929,478.759,0,0,0,10,1,1957.368,935.138,2239.075,None,None,None,None,None,None,None,-10921639,2239.075,2379,1123,3432,1677067,592.365,14.806,0.320,1.834
ID1149,1149,91,27.090,890.806,487.796,0,0,0,10,1,2364.705,940.656,2304.405,None,None,None,None,None,None,None,-10921639,2304.405,2392,931,4117,1725999,912.892,14.011,0.360,1.335
ID1150,1150,92,27.395,832.640,504.157,0,0,0,10,1,2606.514,925.845,2188.483,None,None,None,None,None,None,None,-10921639,2188.483,2089,788,4078,1639174,980.707,10.313,0.406,1.289
ID1151,1151,93,26.795,415.639,509.617,0,0,0,10,1,2110.239,910.493,2425.864,None,None,None,None,None,None,None,-10921639,2425.864,2797,1001,3600,1816972,776.008,15.231,0.394,1.768
ID275,275,40,27.072,544.983,16.958,0,2090.397,1,10,1,2092.455,935.884,2386.969,None,None,None,None,None,None,None,-10921639,2386.969,1876,1130,4532,1787840,1067.394,10.064,0.306,1.047
ID276,276,44,18.741,341.623,27.146,0,2090.397,1,10,1,2415.443,935.673,2261.838,None,None,None,None,None,None,None,-10921639,2261.838,2344,1221,3579,1694117,684.713,14.238,0.250,1.321
ID277,277,42,23.122,854.376,32.372,0,2090.397,1,10,1,3451.625,952.507,2209.836,None,None,None,None,None,None,None,-10921639,2209.836,2150,1090,4492,1655167,891.413,10.156,0.308,1.167
ID278,278,41,22.176,1000.997,33.110,0,2090.397,1,10,1,2561.410,1082.354,2435.610,None,None,None,None,None,None,None,-10921639,2435.610,2593,1181,3883,1824272,697.177,14.631,0.286,1.554
ID279,279,43,23.466,129.541,39.626,0,2090.397,1,10,1,1921.151,962.550,2217.868,None,None,None,None,None,None,None,-10921639,2217.868,1897,1096,4284,1661183,892.279,9.914,0.302,1.154
ID280,280,45,15.639,520.411,45.181,0,2090.397,1,10,1,1911.752,953.785,1830.943,None,None,None,None,None,None,None,-10921639,1830.943,1607,1041,3475,1371376,642.981,9.869,0.217,1.015
ID281,281,50,20.271,833.263,68.464,0,2090.397,1,10,1,1888.599,940.834,2039.379,None,None,None,None,None,None,None,-10921639,2039.379,1555,1146,4220,1527495,842.186,9.650,0.251,0.972
ID282,282,46,21.893,681.031,70.157,0,2090.397,1,10,1,1862.808,936.194,2273.838,None,None,None,None,None,None,None,-10921639,2273.838,2268,1175,3774,1703105,790.776,13.873,0.273,1.235
ID283,283,47,23.207,504.379,72.845,0,2090.397,1,10,1,1923.466,953.282,2282.328,None,None,None,None,None,None,None,-10921639,2282.328,2546,982,3559,1709464,737.351,14.648,0.333,1.547
ID284,284,51,23.636,888.611,79.779,0,2090.397,1,10,1,1924.812,970.760,2440.726,None,None,None,None,None,None,None,-10921639,2440.726,2644,1029,3814,1828104,730.912,14.286,0.319,1.614
ID285,285,52,29.620,43.138,84.340,0,2090.397,1,10,1,2698.230,969.952,2774.184,None,None,None,None,None,None,None,-10921639,2774.184,2981,1159,4929,2077864,885.292,15.136,0.370,1.693
ID286,286,48,20.440,728.082,87.980,0,2090.397,1,10,1,1951.578,946.000,2239.167,None,None,None,None,None,None,None,-10921639,2239.167,2425,1179,3614,1677136,727.080,13.947,0.262,1.277
ID287,287,49,22.108,617.237,89.359,0,2090.397,1,10,1,1895.003,943.123,2300.571,None,None,None,None,None,None,None,-10921639,2300.571,2538,1101,3687,1723128,732.934,14.294,0.299,1.444
ID288,288,53,19.921,9.498,125.309,0,2090.397,1,10,1,2469.846,928.075,2707.045,None,None,None,None,None,None,None,-10921639,2707.045,2776,1180,4208,2027577,619.841,23.942,0.387,2.438
ID289,289,54,20.441,579.395,125.789,0,2090.397,1,10,1,1912.852,939.870,2281.818,None,None,None,None,None,None,None,-10921639,2281.818,2531,1076,3620,1709082,644.166,14.723,0.299,1.631
ID290,290,55,21.213,1041.452,139.174,0,2090.397,1,10,1,2483.240,982.372,2228.749,None,None,None,None,None,None,None,-10921639,2228.749,2304,1134,3761,1669333,758.477,14.172,0.283,1.298
ID291,291,58,24.661,126.916,146.929,0,2090.397,1,10,1,2808.451,1005.120,2329.733,None,None,None,None,None,None,None,-10921639,2329.733,2733,1050,3662,1744970,808.829,14.266,0.356,1.514
ID292,292,56,24.823,517.730,155.518,0,2090.397,1,10,1,2026.941,1055.056,2422.356,None,None,None,None,None,None,None,-10921639,2422.356,2601,1059,3872,1814345,780.399,15.450,0.344,1.588
ID293,293,57,21.694,417.226,158.257,0,2090.397,1,10,1,1921.190,944.024,2277.005,None,None,None,None,None,None,None,-10921639,2277.005,2087,1243,3970,1705477,810.060,10.157,0.270,1.195
ID294,294,59,28.919,1203.882,211.603,0,2090.397,1,10,1,1905.378,984.569,2879.491,None,None,None,None,None,None,None,-10921639,2879.491,3294,1224,4461,2156739,916.268,14.536,0.359,1.659
ID295,295,60,21.968,1072.573,214.713,0,2090.397,1,10,1,2075.043,941.975,2264.144,None,None,None,None,None,None,None,-10921639,2264.144,2383,1111,3813,1695844,705.746,14.112,0.292,1.451
ID296,296,61,26.758,911.803,231.153,0,2090.397,1,10,1,2186.698,954.956,2452.700,None,None,None,None,None,None,None,-10921639,2452.700,2615,1026,4235,1837072,812.440,14.820,0.364,1.611
ID297,297,62,22.901,680.094,254.011,0,2090.397,1,10,1,1989.127,945.211,2182.374,None,None,None,None,None,None,None,-10921639,2182.374,2320,1037,4027,1634598,777.001,14.053,0.313,1.340
ID298,298,64,23.003,196.168,255.622,0,2090.397,1,10,1,2012.963,955.080,2202.927,None,None,None,None,None,None,None,-10921639,2202.927,2522,942,4006,1649992,823.116,13.987,0.342,1.365
ID299,299,63,20.201,1118.503,261.136,0,2090.397,1,10,1,2150.411,947.000,2121.965,None,None,None,None,None,None,None,-10921639,2121.965,2343,1057,3295,1589352,661.124,14.528,0.311,1.521
ID300,300,65,32.778,880.222,269.274,0,2090.397,1,10,1,2015.523,949.057,2754.011,None,None,None,None,None,None,None,-10921639,2754.011,3146,854,4711,2062754,956.788,14.933,0.468,1.835
ID301,301,69,19.443,1035.410,286.065,0,2090.397,1,10,1,2399.677,927.072,2041.016,None,None,None,None,None,None,None,-10921639,2041.016,2152,1017,3528,1528721,684.242,13.993,0.285,1.322
ID302,302,66,33.580,384.455,294.107,0,2090.397,1,10,1,2464.479,918.989,2998.515,None,None,None,None,None,None,None,-10921639,2998.515,3446,1122,4601,2245888,951.074,15.354,0.409,1.830
ID303,303,67,27.406,0.000,295.227,0,2090.397,1,10,1,2055.023,624.096,1736.389,None,None,None,None,None,None,None,-10921639,1736.389,2025,0,4080,1300555,1331.850,15.538,0.499,0.869
ID304,304,70,30.732,249.067,298.592,0,2090.397,1,10,1,2648.824,927.762,2945.379,None,None,None,None,None,None,None,-10921639,2945.379,3206,1155,4652,2206089,860.432,15.497,0.372,1.857
ID305,305,73,21.737,633.213,299.356,0,2090.397,1,10,1,1832.426,1098.039,2501.880,None,None,None,None,None,None,None,-10921639,2501.880,2627,998,3594,1873908,551.249,15.596,0.323,2.217
ID306,306,68,27.357,803.240,303.094,0,2090.397,1,10,1,1830.327,881.489,2476.499,None,None,None,None,None,None,None,-10921639,2476.499,2365,964,4776,1854898,1058.287,14.062,0.306,1.098
ID307,307,72,18.677,781.602,304.141,0,2090.397,1,10,1,2252.646,909.132,2290.837,None,None,None,None,None,None,None,-10921639,2290.837,2050,1162,4364,1715837,825.850,10.038,0.193,0.896
ID308,308,75,24.465,546.286,313.065,0,2090.397,1,10,1,1852.414,943.040,2546.964,None,None,None,None,None,None,None,-10921639,2546.964,2666,1130,4077,1907676,703.352,14.978,0.322,1.765
ID309,309,71,21.032,1073.158,314.747,0,2090.397,1,10,1,1816.909,967.543,2346.716,None,None,None,None,None,None,None,-10921639,2346.716,2551,1227,3910,1757690,649.498,14.465,0.278,1.573
ID310,310,74,17.093,1176.206,314.885,0,2090.397,1,10,1,1815.077,938.877,2254.450,None,None,None,None,None,None,None,-10921639,2254.450,2439,1283,3077,1688583,502.298,14.644,0.245,1.765
ID311,311,76,27.129,51.106,346.841,0,2090.397,1,10,1,1921.250,966.486,2500.220,None,None,None,None,None,None,None,-10921639,2500.220,2807,999,4230,1872665,877.421,15.112,0.363,1.517
ID312,312,78,26.406,425.239,368.234,0,2090.397,1,10,1,2182.308,938.940,2308.079,None,None,None,None,None,None,None,-10921639,2308.079,2254,865,4391,1728751,942.572,14.223,0.363,1.304
ID313,313,79,33.517,537.437,371.923,0,2090.397,1,10,1,2754.477,953.093,3424.443,None,None,None,None,None,None,None,-10921639,3424.443,3720,1227,5942,2564908,1007.119,14.659,0.320,1.647
ID314,314,77,19.059,227.538,372.745,0,2090.397,1,10,1,1888.888,948.690,2284.959,None,None,None,None,None,None,None,-10921639,2284.959,2554,1180,3469,1711434,639.233,14.425,0.273,1.534
ID315,315,80,28.809,978.870,374.028,0,2090.397,1,10,1,3089.180,951.709,3259.758,None,None,None,None,None,None,None,-10921639,3259.758,3411,1654,4208,2441559,533.318,17.175,0.363,3.257
ID316,316,81,24.803,531.451,388.231,0,2090.397,1,10,1,2832.156,952.276,3107.746,None,None,None,None,None,None,None,-10921639,3107.746,3312,1180,4538,2327702,724.209,16.153,0.258,1.762
ID317,317,83,21.121,113.921,405.345,0,2090.397,1,10,1,2012.581,1083.530,2371.212,None,None,None,None,None,None,None,-10921639,2371.212,2503,1075,3516,1776038,526.956,16.337,0.331,2.236
