Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID3089,3089,62,15.306,622.554,361.683,0,62711.910,30,10,1,1901.513,1132.077,1948.306,None,None,None,None,None,None,None,-10921639,1948.306,2059,1133,2618,1459281,433.376,14.644,0.241,1.747
ID3090,3090,128,12.274,1223.961,367.667,0,62711.910,30,10,1,1344.497,894.382,1550.733,None,None,None,None,None,None,None,-10921639,1550.733,2135,0,2702,1161499,1013.863,23.390,0.294,0.696
ID3091,3091,80,25.716,865.850,376.131,0,62711.910,30,10,1,2253.547,1778.005,3306.546,None,None,None,None,None,None,None,-10921639,3306.546,3317,2184,4054,2476603,301.597,23.429,0.331,5.457
ID3092,3092,141,14.230,723.317,388.864,0,62711.910,30,10,1,2164.570,1132.360,1889.395,None,None,None,None,None,None,None,-10921639,1889.395,1850,1166,2782,1415157,449.739,14.067,0.196,1.376
ID3093,3093,72,13.002,790.812,398.845,0,62711.910,30,10,1,2615.591,1094.417,1745.207,None,None,None,None,None,None,None,-10921639,1745.207,1741,910,2657,1307160,441.619,9.958,0.205,1.347
ID3094,3094,6,18.834,1101.216,401.143,0,62711.910,30,10,1,1948.816,1185.195,2316.053,None,None,None,None,None,None,None,-10921639,2316.053,2530,1087,3221,1734724,579.117,14.721,0.275,1.725
ID3095,3095,85,26.226,400.235,402.160,0,62711.910,30,10,1,3490.678,2350.243,2504.186,None,None,None,None,None,None,None,-10921639,2504.186,2693,886,3726,1875635,719.688,14.934,0.392,1.961
ID3096,3096,75,23.634,525.094,403.081,0,62711.910,30,10,1,1968.021,1185.478,2590.622,None,None,None,None,None,None,None,-10921639,2590.622,2776,1088,3270,1940376,501.795,17.368,0.366,2.765
ID3097,3097,66,24.224,224.528,412.885,0,62711.910,30,10,1,2914.083,1150.553,2639.925,None,None,None,None,None,None,None,-10921639,2639.925,2797,1290,3371,1977304,462.142,16.805,0.353,2.983
ID3098,3098,89,12.631,166.942,418.378,0,62711.910,30,10,1,2787.439,1156.961,1806.089,None,None,None,None,None,None,None,-10921639,1806.089,1944,1030,2677,1352761,352.940,14.884,0.216,1.816
ID3099,3099,90,16.917,350.450,421.660,0,62711.910,30,10,1,1917.176,1136.801,2346.732,None,None,None,None,None,None,None,-10921639,2346.732,2406,1405,2891,1757702,272.841,17.580,0.279,3.748
ID3100,3100,121,12.163,1214.876,442.826,0,62711.910,30,10,1,1991.960,1108.645,1911.023,None,None,None,None,None,None,None,-10921639,1911.023,1951,1139,2676,1431356,470.772,14.653,0.313,1.937
ID3101,3101,91,14.943,951.741,454.795,0,62711.910,30,10,1,2284.184,1132.312,1834.825,None,None,None,None,None,None,None,-10921639,1834.825,1960,1011,2492,1374284,403.806,14.737,0.259,1.872
ID3102,3102,73,15.463,708.775,455.961,0,62711.910,30,10,1,2199.996,1130.132,1820.163,None,None,None,None,None,None,None,-10921639,1820.163,1771,1064,2836,1363302,512.255,13.923,0.225,1.306
ID3103,3103,76,19.971,114.405,457.453,0,62711.910,30,10,1,2073.156,1223.657,2273.503,None,None,None,None,None,None,None,-10921639,2273.503,2412,962,2826,1702854,380.055,17.217,0.345,3.067
ID3104,3104,67,29.649,42.321,469.505,0,62711.910,30,10,1,2397.820,1854.033,2663.781,None,None,None,None,None,None,None,-10921639,2663.781,2875,857,3788,1995172,731.377,16.207,0.446,2.245
ID3105,3105,68,23.378,815.087,473.322,0,62711.910,30,10,1,1951.955,1161.203,2315.928,None,None,None,None,None,None,None,-10921639,2315.928,2516,789,3121,1734630,533.005,16.275,0.417,2.556
ID3106,3106,114,20.842,539.790,497.138,0,62711.910,30,10,1,2802.830,1155.884,2378.684,None,None,None,None,None,None,None,-10921639,2378.684,2583,1096,3150,1781634,527.219,15.840,0.306,2.115
ID3107,3107,0,17.242,1120.150,496.641,0,62711.910,30,10,1,2243.040,1513.909,2271.220,None,None,None,None,None,None,None,-10921639,2271.220,2349,1260,2876,1701144,328.072,17.771,0.280,3.028
ID3108,3108,82,19.076,599.740,510.586,0,62711.910,30,10,1,2186.525,1650.884,2305.268,None,None,None,None,None,None,None,-10921639,2305.268,2434,1118,2896,1726646,439.113,17.352,0.311,2.493
ID3109,3109,133,16.112,534.117,521.850,0,62711.910,30,10,1,2941.641,1155.143,2168.837,None,None,None,None,None,None,None,-10921639,2168.837,2257,1137,2662,1624459,330.113,17.030,0.259,2.703
ID3110,3110,99,22.510,265.177,529.837,0,62711.910,30,10,1,2049.788,1227.483,2440.477,None,None,None,None,None,None,None,-10921639,2440.477,2623,1060,3310,1827917,556.427,16.291,0.347,2.261
ID3111,3111,92,21.377,877.772,544.417,0,62711.910,30,10,1,2160.011,1524.113,2278.960,None,None,None,None,None,None,None,-10921639,2278.960,2457,949,2989,1706941,482.916,17.278,0.378,2.591
ID3112,3112,93,11.771,353.098,561.722,0,62711.910,30,10,1,2028.314,1225.891,1847.191,None,None,None,None,None,None,None,-10921639,1847.191,1889,1200,2276,1383546,207.450,17.603,0.232,3.354
ID3113,3113,87,17.557,958.855,563.763,0,62711.910,30,10,1,2999.656,1135.599,1806.105,None,None,None,None,None,None,None,-10921639,1806.105,1841,870,2598,1352773,521.840,14.286,0.303,1.610
ID3114,3114,13,12.855,611.928,582.975,0,62711.910,30,10,1,1886.947,1120.704,1709.184,None,None,None,None,None,None,None,-10921639,1709.184,1775,908,2518,1280179,419.703,13.927,0.213,1.431
ID3115,3115,12,17.312,842.148,594.720,0,62711.910,30,10,1,1845.334,1104.204,1939.394,None,None,None,None,None,None,None,-10921639,1939.394,2101,912,2843,1452606,533.388,14.460,0.289,1.629
ID3116,3116,9,13.037,1088.686,600.993,0,62711.910,30,10,1,1934.591,1105.163,1922.582,None,None,None,None,None,None,None,-10921639,1922.582,2061,1156,2543,1440014,400.589,14.484,0.199,1.591
ID3117,3117,5,15.762,138.097,606.559,0,62711.910,30,10,1,2477.845,1329.943,1962.650,None,None,None,None,None,None,None,-10921639,1962.650,2087,1056,2783,1470025,439.309,14.915,0.259,1.839
ID3118,3118,11,13.349,221.133,613.950,0,62711.910,30,10,1,1955.320,1238.352,2027.232,None,None,None,None,None,None,None,-10921639,2027.232,2124,1279,2559,1518397,310.654,15.998,0.222,2.367
ID3119,3119,20,17.817,975.243,626.206,0,62711.910,30,10,1,1928.498,1209.190,2404.628,None,None,None,None,None,None,None,-10921639,2404.628,2546,1281,2943,1801066,388.367,17.218,0.268,2.617
ID3120,3120,109,31.365,24.492,632.941,0,62711.910,30,10,1,1900.256,1134.965,2777.800,None,None,None,None,None,None,None,-10921639,2777.800,3146,924,4062,2080572,853.665,15.945,0.450,2.019
ID3121,3121,25,13.552,728.230,636.392,0,62711.910,30,10,1,1965.738,1157.638,1944.828,None,None,None,None,None,None,None,-10921639,1944.828,2068,1186,2623,1456676,412.660,14.597,0.211,1.645
ID3122,3122,3,10.990,1106.654,646.282,0,62711.910,30,10,1,2208.375,1544.937,1978.931,None,None,None,None,None,None,None,-10921639,1978.931,2009,1266,2351,1482219,211.777,23.476,0.189,2.973
ID3123,3123,1,15.512,108.845,661.760,0,62711.910,30,10,1,2031.100,1236.355,1861.292,None,None,None,None,None,None,None,-10921639,1861.292,1978,987,2689,1394108,449.845,14.570,0.263,1.721
ID3124,3124,4,20.568,416.263,670.737,0,62711.910,30,10,1,1984.594,1302.439,2562.254,None,None,None,None,None,None,None,-10921639,2562.254,2659,1362,3364,1919128,392.144,17.266,0.296,2.988
ID3125,3125,65,18.444,773.556,682.176,0,62711.910,30,10,1,1868.989,1124.562,2411.622,None,None,None,None,None,None,None,-10921639,2411.622,2526,1319,3146,1806305,407.303,16.877,0.281,2.596
ID3126,3126,18,18.812,320.823,691.169,0,62711.910,30,10,1,1910.830,1144.849,2470.562,None,None,None,None,None,None,None,-10921639,2470.562,2616,1280,3049,1850451,399.595,17.541,0.278,2.688
ID3127,3127,98,21.023,232.054,693.947,0,62711.910,30,10,1,2023.271,1417.072,2387.238,None,None,None,None,None,None,None,-10921639,2387.238,2520,1270,3175,1788041,455.029,16.106,0.326,2.578
ID3128,3128,100,24.263,915.329,707.222,0,62711.910,30,10,1,2103.378,1522.793,2533.794,None,None,None,None,None,None,None,-10921639,2533.794,2684,977,3482,1897812,558.121,16.093,0.368,2.440
ID3129,3129,23,17.162,410.073,718.655,0,62711.910,30,10,1,1911.953,1173.837,2251.383,None,None,None,None,None,None,None,-10921639,2251.383,2407,1218,2867,1686286,417.488,16.335,0.269,2.289
ID3130,3130,19,23.738,90.723,731.064,0,62711.910,30,10,1,2166.315,1646.429,2436.760,None,None,None,None,None,None,None,-10921639,2436.760,2622,1018,3443,1825133,545.964,15.991,0.383,2.471
ID3131,3131,29,15.620,209.634,750.808,0,62711.910,30,10,1,2036.199,1260.726,2156.438,None,None,None,None,None,None,None,-10921639,2156.438,2247,1261,2658,1615172,297.136,17.407,0.279,3.167
ID3132,3132,28,13.657,326.657,780.183,0,62711.910,30,10,1,2399.475,1150.150,1839.929,None,None,None,None,None,None,None,-10921639,1839.929,1969,1047,2389,1378107,365.272,15.019,0.233,1.906
ID3133,3133,17,12.339,423.388,787.455,0,62711.910,30,10,1,3218.808,1137.025,1820.668,None,None,None,None,None,None,None,-10921639,1820.668,1910,1141,2786,1363680,352.614,14.598,0.195,1.685
ID3134,3134,30,28.129,634.398,794.605,0,62711.910,30,10,1,2204.503,1447.356,2606.929,None,None,None,None,None,None,None,-10921639,2606.929,2884,1015,3967,1952590,788.613,14.711,0.388,1.850
ID3135,3135,15,16.325,879.979,794.921,0,62711.910,30,10,1,3163.272,1158.437,1751.214,None,None,None,None,None,None,None,-10921639,1751.214,1864,879,2524,1311659,482.970,14.542,0.295,1.651
ID3136,3136,27,27.514,112.366,817.755,0,62711.910,30,10,1,2108.136,1281.908,2586.981,None,None,None,None,None,None,None,-10921639,2586.981,2879,989,3523,1937649,685.937,15.953,0.416,2.216
ID3137,3137,122,18.027,200.602,839.076,0,62711.910,30,10,1,2085.868,1196.911,1869.766,None,None,None,None,None,None,None,-10921639,1869.766,1947,933,2887,1400455,581.705,14.219,0.295,1.465
ID3138,3138,135,16.641,576.994,840.203,0,62711.910,30,10,1,2305.314,1248.577,2060.036,None,None,None,None,None,None,None,-10921639,2060.036,2191,922,2628,1542967,385.430,17.182,0.296,2.443
ID3139,3139,142,15.077,1212.475,845.366,0,62711.910,30,10,1,2339.558,1111.955,1874.166,None,None,None,None,None,None,None,-10921639,1874.166,1896,1033,2776,1403750,539.194,14.279,0.298,1.598
ID3140,3140,34,21.000,495.688,859.319,0,62711.910,30,10,1,2125.963,1260.331,2338.964,None,None,None,None,None,None,None,-10921639,2338.964,2395,1323,2975,1751884,306.035,18.354,0.364,4.080
ID3141,3141,119,15.703,144.447,871.195,0,62711.910,30,10,1,2171.076,1156.021,1755.339,None,None,None,None,None,None,None,-10921639,1755.339,1882,814,2488,1314749,464.928,14.705,0.291,1.703
ID3142,3142,124,19.417,358.962,871.050,0,62711.910,30,10,1,2060.614,1303.928,2191.469,None,None,None,None,None,None,None,-10921639,2191.469,2328,1092,2977,1641410,457.043,15.482,0.319,2.321
ID3143,3143,118,14.774,0.000,873.379,0,62711.910,30,10,1,1440.798,746.541,1012.534,None,None,None,None,None,None,None,-10921639,1012.534,985,0,2382,758388,768.748,9.607,0.398,0.750
ID3144,3144,131,13.862,754.777,873.990,0,62711.910,30,10,1,2369.710,1132.366,1859.107,None,None,None,None,None,None,None,-10921639,1859.107,1934,1140,2435,1392471,336.382,15.230,0.235,2.107
ID3145,3145,136,13.890,1060.883,890.125,0,62711.910,30,10,1,2003.996,1118.336,2016.794,None,None,None,None,None,None,None,-10921639,2016.794,2110,1010,2843,1510579,432.399,31.710,0.278,2.030
ID3146,3146,143,14.063,413.078,892.052,0,62711.910,30,10,1,2960.750,1123.422,1819.191,None,None,None,None,None,None,None,-10921639,1819.191,1856,993,2622,1362574,515.479,14.484,0.308,1.660
ID3147,3147,113,22.391,897.824,892.115,0,62711.910,30,10,1,2153.555,1480.422,2405.037,None,None,None,None,None,None,None,-10921639,2405.037,2691,920,3363,1801373,687.494,15.696,0.427,2.095
ID3148,3148,10,15.704,600.704,902.765,0,62711.910,30,10,1,1533.378,1341.232,1467.953,None,None,None,None,None,None,None,-10921639,1467.953,1996,0,2543,1099497,975.042,17.962,0.382,0.832
ID3149,3149,130,12.687,1052.429,902.765,0,62711.910,30,10,1,1349.327,750.752,1472.505,None,None,None,None,None,None,None,-10921639,1472.505,1938,0,2780,1102906,1001.063,14.608,0.290,0.662
ID3054,3054,137,14.104,423.705,0.000,0,62711.910,30,10,1,1162.854,730.566,1542.983,None,None,None,None,None,None,None,-10921639,1542.983,2109,0,2616,1155694,1008.309,17.922,0.310,0.724
ID3055,3055,55,18.097,1141.195,26.528,0,62711.910,30,10,1,2235.720,1571.829,2411.061,None,None,None,None,None,None,None,-10921639,2411.061,2559,1394,2940,1805885,368.402,17.124,0.269,2.778
ID3056,3056,116,18.795,372.444,37.330,0,62711.910,30,10,1,1833.315,1125.051,2435.830,None,None,None,None,None,None,None,-10921639,2435.830,2508,1461,3166,1824437,352.647,17.410,0.276,2.992
ID3057,3057,46,21.090,655.624,41.475,0,62711.910,30,10,1,1868.535,1126.475,2469.234,None,None,None,None,None,None,None,-10921639,2469.234,2649,1180,3234,1849456,502.208,16.100,0.304,2.290
ID3058,3058,140,13.063,110.079,42.718,0,62711.910,30,10,1,1939.258,1161.873,1817.421,None,None,None,None,None,None,None,-10921639,1817.421,1912,1033,2378,1361248,326.950,15.423,0.237,2.128
ID3059,3059,132,14.525,605.293,42.594,0,62711.910,30,10,1,2374.061,1134.820,1924.959,None,None,None,None,None,None,None,-10921639,1924.959,2014,1133,2623,1441794,449.091,14.333,0.219,1.543
ID3060,3060,104,18.609,702.797,45.810,0,62711.910,30,10,1,1860.379,1123.594,2498.091,None,None,None,None,None,None,None,-10921639,2498.091,2612,1349,3114,1871070,336.802,17.764,0.280,3.244
ID3061,3061,56,17.952,518.279,63.332,0,62711.910,30,10,1,2173.242,1490.154,2316.997,None,None,None,None,None,None,None,-10921639,2316.997,2450,1242,2913,1735431,365.551,17.463,0.290,2.853
ID3062,3062,50,17.610,865.758,65.925,0,62711.910,30,10,1,1950.218,1146.348,1933.231,None,None,None,None,None,None,None,-10921639,1933.231,1988,996,2678,1447990,501.552,14.758,0.295,1.755
ID3063,3063,58,19.998,269.610,78.986,0,62711.910,30,10,1,2285.509,1681.686,2395.322,None,None,None,None,None,None,None,-10921639,2395.322,2603,1203,3079,1794096,501.063,16.380,0.294,2.171
ID3064,3064,53,21.617,27.725,96.663,0,62711.910,30,10,1,2239.377,1680.335,2852.617,None,None,None,None,None,None,None,-10921639,2852.617,2840,1754,3504,2136610,309.929,18.457,0.271,3.924
ID3065,3065,2,16.765,66.475,111.957,0,62711.910,30,10,1,2085.377,1296.156,1873.989,None,None,None,None,None,None,None,-10921639,1873.989,2010,953,2703,1403618,486.843,14.513,0.292,1.739
ID3066,3066,44,13.028,209.248,119.669,0,62711.910,30,10,1,2050.892,1229.948,1840.344,None,None,None,None,None,None,None,-10921639,1840.344,1958,1075,2568,1378418,404.154,14.937,0.226,1.682
ID3067,3067,54,18.262,598.122,127.232,0,62711.910,30,10,1,1939.166,1135.522,2316.246,None,None,None,None,None,None,None,-10921639,2316.246,2384,1162,2959,1734868,386.357,17.198,0.283,2.647
ID3068,3068,48,19.898,711.158,144.877,0,62711.910,30,10,1,2045.282,1299.665,2451.170,None,None,None,None,None,None,None,-10921639,2451.170,2538,1387,3169,1835926,359.707,17.583,0.304,3.174
ID3069,3069,83,17.295,277.627,156.863,0,62711.910,30,10,1,2423.832,1564.036,2249.773,None,None,None,None,None,None,None,-10921639,2249.773,2294,1348,3078,1685080,308.010,17.907,0.271,3.115
ID3070,3070,64,17.004,369.709,162.167,0,62711.910,30,10,1,1921.959,1131.296,2280.697,None,None,None,None,None,None,None,-10921639,2280.697,2339,1314,2832,1708242,342.136,16.669,0.260,2.754
ID3071,3071,60,14.897,1113.598,184.001,0,62711.910,30,10,1,2099.224,1122.507,1888.370,None,None,None,None,None,None,None,-10921639,1888.370,1950,1108,2525,1414389,406.278,14.499,0.240,1.802
ID3328,3328,28,13.553,326.902,782.020,0,64802.307,31,10,1,2396.880,1152.057,1827.220,None,None,None,None,None,None,None,-10921639,1827.220,1956,1053,2377,1368588,361.712,15.016,0.233,1.908
ID3329,3329,17,12.392,427.504,788.108,0,64802.307,31,10,1,3272.995,1136.089,1811.557,None,None,None,None,None,None,None,-10921639,1811.557,1921,1141,2667,1356856,338.627,14.908,0.206,1.828
ID3330,3330,30,26.816,644.941,790.978,0,64802.307,31,10,1,2194.224,1356.947,2576.312,None,None,None,None,None,None,None,-10921639,2576.312,2804,1056,3908,1929658,708.403,14.872,0.380,2.005
ID3331,3331,15,16.264,873.477,796.623,0,64802.307,31,10,1,3189.264,1155.961,1733.450,None,None,None,None,None,None,None,-10921639,1733.450,1837,833,2549,1298354,476.752,14.639,0.300,1.678
ID3332,3332,27,26.054,115.243,808.714,0,64802.307,31,10,1,2108.589,1286.769,2517.311,None,None,None,None,None,None,None,-10921639,2517.311,2796,963,3525,1885466,691.637,15.529,0.386,2.029
ID3333,3333,135,15.515,584.937,830.131,0,64802.307,31,10,1,2283.740,1206.469,2017.454,None,None,None,None,None,None,None,-10921639,2017.454,2143,976,2601,1511073,348.232,17.396,0.283,2.554
ID3334,3334,None,10.706,367.440,834.328,0,64802.307,31,10,1,1992.113,1143.274,1538.936,None,None,None,None,None,None,None,-10921639,1538.936,1319,1001,3217,1152663,507.144,9.078,0.145,0.768
ID3335,3335,142,16.137,1200.927,837.744,0,64802.307,31,10,1,2329.927,1113.577,1852.836,None,None,None,None,None,None,None,-10921639,1852.836,1862,1007,2800,1387774,531.661,14.036,0.249,1.389
ID3336,3336,122,17.946,200.190,841.617,0,64802.307,31,10,1,2084.645,1211.874,1868.593,None,None,None,None,None,None,None,-10921639,1868.593,1964,907,2878,1399576,569.319,14.221,0.298,1.507
ID3337,3337,34,20.637,497.591,854.864,0,64802.307,31,10,1,2127.574,1263.710,2319.768,None,None,None,None,None,None,None,-10921639,2319.768,2382,1282,2841,1737506,309.805,18.477,0.356,3.935
ID3338,3338,131,13.633,759.281,869.035,0,64802.307,31,10,1,2379.984,1134.003,1869.523,None,None,None,None,None,None,None,-10921639,1869.523,1947,1118,2386,1400273,321.807,15.351,0.234,2.203
ID3339,3339,119,15.065,151.831,873.746,0,64802.307,31,10,1,2165.928,1153.622,1737.533,None,None,None,None,None,None,None,-10921639,1737.533,1872,878,2391,1301412,443.567,14.673,0.277,1.698
ID3340,3340,124,20.550,355.016,877.586,0,64802.307,31,10,1,2060.360,1316.858,2232.826,None,None,None,None,None,None,None,-10921639,2232.826,2369,1064,3066,1672387,490.966,15.418,0.332,2.267
ID3341,3341,143,16.166,406.948,883.787,0,64802.307,31,10,1,3040.389,1136.989,1857.593,None,None,None,None,None,None,None,-10921639,1857.593,1879,1021,2841,1391337,537.216,14.146,0.262,1.437
ID3342,3342,113,26.525,910.248,889.321,0,64802.307,31,10,1,2148.750,1477.908,2453.685,None,None,None,None,None,None,None,-10921639,2453.685,2694,924,3500,1837810,708.936,15.709,0.432,2.089
ID3343,3343,130,18.507,1059.946,902.765,0,64802.307,31,10,1,1349.255,753.306,1409.196,None,None,None,None,None,None,None,-10921639,1409.196,1764,0,2979,1055488,972.821,14.758,0.413,0.847
ID3247,3247,137,12.538,427.805,0.000,0,64802.307,31,10,1,1167.139,738.401,1510.407,None,None,None,None,None,None,None,-10921639,1510.407,2059,0,2564,1131295,1003.742,17.672,0.274,0.647
ID3248,3248,145,13.475,746.202,15.292,0,64802.307,31,10,1,2293.665,1102.364,1952.559,None,None,None,None,None,None,None,-10921639,1952.559,2032,1191,2567,1462467,384.651,38.000,0.217,1.813
ID3249,3249,55,17.487,1147.784,26.860,0,64802.307,31,10,1,2277.836,1575.940,2381.877,None,None,None,None,None,None,None,-10921639,2381.877,2506,1317,2877,1784026,359.555,17.280,0.262,2.754
ID3250,3250,116,18.008,368.295,35.795,0,64802.307,31,10,1,1831.676,1126.210,2403.569,None,None,None,None,None,None,None,-10921639,2403.569,2479,1432,3082,1800273,339.926,17.452,0.268,2.992
ID3251,3251,104,18.344,695.907,35.283,0,64802.307,31,10,1,1845.175,1121.069,2474.939,None,None,None,None,None,None,None,-10921639,2474.939,2561,1345,3098,1853729,325.229,18.128,0.278,3.311
ID3252,3252,46,21.064,653.749,39.517,0,64802.307,31,10,1,1866.499,1125.302,2470.212,None,None,None,None,None,None,None,-10921639,2470.212,2646,1247,3171,1850189,501.643,16.276,0.302,2.282
ID3253,3253,132,14.230,600.497,48.334,0,64802.307,31,10,1,2386.016,1137.127,1914.694,None,None,None,None,None,None,None,-10921639,1914.694,1998,1110,2643,1434106,434.883,14.484,0.216,1.565
ID3254,3254,56,17.633,519.348,51.815,0,64802.307,31,10,1,2178.368,1471.334,2314.315,None,None,None,None,None,None,None,-10921639,2314.315,2439,1283,2820,1733422,365.208,17.547,0.284,2.806
ID3255,3255,140,12.487,129.616,57.611,0,64802.307,31,10,1,1942.873,1163.335,1812.976,None,None,None,None,None,None,None,-10921639,1812.976,1895,1079,2304,1357919,308.827,15.742,0.227,2.174
ID3256,3256,50,17.079,867.364,67.171,0,64802.307,31,10,1,1948.430,1146.183,1923.617,None,None,None,None,None,None,None,-10921639,1923.617,2006,1002,2648,1440789,476.440,14.719,0.289,1.809
ID3257,3257,58,20.070,265.123,75.640,0,64802.307,31,10,1,2338.372,1708.694,2395.172,None,None,None,None,None,None,None,-10921639,2395.172,2564,1201,3102,1793984,496.858,16.736,0.294,2.191
ID3258,3258,53,20.660,31.168,93.584,0,64802.307,31,10,1,2256.905,1679.422,2783.505,None,None,None,None,None,None,None,-10921639,2783.505,2785,1713,3479,2084845,318.581,18.455,0.261,3.616
ID3259,3259,2,16.919,66.219,104.241,0,64802.307,31,10,1,2069.834,1335.371,1890.911,None,None,None,None,None,None,None,-10921639,1890.911,2022,991,2649,1416292,459.601,14.596,0.298,1.887
ID3260,3260,44,12.430,208.662,120.964,0,64802.307,31,10,1,2000.224,1256.348,1826.272,None,None,None,None,None,None,None,-10921639,1826.272,1923,1084,2457,1367878,376.745,14.943,0.220,1.749
ID3261,3261,54,17.570,597.861,124.948,0,64802.307,31,10,1,1934.630,1135.068,2303.542,None,None,None,None,None,None,None,-10921639,2303.542,2395,1125,2968,1725353,350.848,17.470,0.280,2.873
ID3262,3262,48,19.305,708.059,147.533,0,64802.307,31,10,1,2042.676,1297.045,2423.156,None,None,None,None,None,None,None,-10921639,2423.156,2506,1287,3046,1814944,353.096,17.785,0.298,3.151
ID3263,3263,83,15.203,276.869,153.086,0,64802.307,31,10,1,2426.864,1560.375,2174.870,None,None,None,None,None,None,None,-10921639,2174.870,2228,1256,2736,1628978,252.191,23.399,0.248,3.423
ID3264,3264,64,16.766,365.240,166.587,0,64802.307,31,10,1,1926.487,1133.008,2281.777,None,None,None,None,None,None,None,-10921639,2281.777,2331,1379,2803,1709051,311.747,17.341,0.265,3.064
ID3265,3265,41,17.701,946.355,179.238,0,64802.307,31,10,1,2288.900,1988.869,2323.590,None,None,None,None,None,None,None,-10921639,2323.590,2389,1274,2965,1740369,343.434,17.712,0.281,2.969
ID3266,3266,60,14.597,1108.192,184.844,0,64802.307,31,10,1,2105.840,1125.764,1870.673,None,None,None,None,None,None,None,-10921639,1870.673,1929,1078,2509,1401134,402.749,14.573,0.236,1.773
ID3267,3267,69,17.550,1016.201,187.415,0,64802.307,31,10,1,2039.279,1334.073,2187.077,None,None,None,None,None,None,None,-10921639,2187.077,2316,1159,2902,1638121,382.052,16.335,0.300,2.641
ID3268,3268,70,20.273,147.034,195.047,0,64802.307,31,10,1,3819.776,1176.414,2352.866,None,None,None,None,None,None,None,-10921639,2352.866,2471,1202,3094,1762297,422.410,16.908,0.322,2.710
ID3269,3269,47,21.910,427.671,217.802,0,64802.307,31,10,1,1928.356,1147.569,2371.021,None,None,None,None,None,None,None,-10921639,2371.021,2509,875,3093,1775895,504.561,17.125,0.350,2.435
ID3270,3270,49,15.369,655.612,226.990,0,64802.307,31,10,1,1999.957,1140.694,1858.725,None,None,None,None,None,None,None,-10921639,1858.725,1928,1008,2908,1392185,451.876,14.610,0.258,1.688
ID3271,3271,61,17.964,823.720,233.388,0,64802.307,31,10,1,1953.628,1192.570,2053.441,None,None,None,None,None,None,None,-10921639,2053.441,2218,887,2725,1538027,478.364,15.271,0.312,2.044
ID3272,3272,57,11.471,351.856,235.180,0,64802.307,31,10,1,1979.856,1139.992,1730.063,None,None,None,None,None,None,None,-10921639,1730.063,1822,1071,2236,1295817,291.978,15.345,0.209,2.047
ID3273,3273,112,15.800,564.106,239.952,0,64802.307,31,10,1,3800.485,1168.745,1842.162,None,None,None,None,None,None,None,-10921639,1842.162,1933,1025,2409,1379779,389.299,14.753,0.280,2.073
ID3274,3274,146,13.218,1223.961,259.007,0,64802.307,31,10,1,1553.688,755.623,1130.222,None,None,None,None,None,None,None,-10921639,1130.222,1208,0,2414,846536,816.032,9.264,0.299,0.638
ID3275,3275,78,15.408,540.085,270.271,0,64802.307,31,10,1,2082.302,1167.705,1793.447,None,None,None,None,None,None,None,-10921639,1793.447,1914,933,2509,1343292,444.987,14.759,0.283,1.779
ID3276,3276,77,12.463,161.227,274.937,0,64802.307,31,10,1,2050.892,1155.555,1954.176,None,None,None,None,None,None,None,-10921639,1954.176,1965,1441,2310,1463678,143.869,23.337,0.248,5.391
ID3277,3277,21,24.658,715.959,279.396,0,64802.307,31,10,1,2200.447,1129.764,2424.574,None,None,None,None,None,None,None,-10921639,2424.574,2582,1073,3369,1816006,619.954,15.689,0.362,2.081
ID3278,3278,88,22.531,1201.153,299.708,0,64802.307,31,10,1,2066.116,1749.717,2601.526,None,None,None,None,None,None,None,-10921639,2601.526,2754,1119,3157,1948543,394.672,17.638,0.338,3.329
ID3279,3279,147,14.766,0.000,302.744,0,64802.307,31,10,1,2411.872,724.606,1125.255,None,None,None,None,None,None,None,-10921639,1125.255,1264,0,2238,842816,804.393,14.218,0.381,0.772
ID3280,3280,84,11.737,305.813,318.420,0,64802.307,31,10,1,1856.023,1178.176,2124.005,None,None,None,None,None,None,None,-10921639,2124.005,2161,1549,2444,1590880,168.086,18.374,0.195,4.123
ID3281,3281,8,19.984,139.789,330.304,0,64802.307,31,10,1,1922.905,1175.174,2162.566,None,None,None,None,None,None,None,-10921639,2162.566,2337,1014,3243,1619762,658.317,14.515,0.291,1.483
ID3282,3282,16,17.329,406.104,329.978,0,64802.307,31,10,1,2835.857,1091.697,1847.478,None,None,None,None,None,None,None,-10921639,1847.478,2003,844,2678,1383761,552.458,14.748,0.299,1.539
ID3283,3283,71,20.092,1017.564,331.476,0,64802.307,31,10,1,2103.541,1362.343,2542.200,None,None,None,None,None,None,None,-10921639,2542.200,2550,1713,3155,1904108,240.137,18.899,0.313,5.041
ID3284,3284,62,15.204,620.674,362.645,0,64802.307,31,10,1,1901.009,1131.891,1932.076,None,None,None,None,None,None,None,-10921639,1932.076,2066,1094,2576,1447125,439.980,14.438,0.240,1.698
